ip,name,country_id,city,version,error,dnssec,reliability,checked_at,created_at
178.64.190.102,shpd-178-64-190-102.vologda.ru.,RU,Ustyuzhna,,,false,1.00,2019-01-03T09:22:36Z,2014-12-30T17:04:54Z
207.248.55.246,mmredes-207-248-55-246.multimedios.net.,MX,Monterrey,,,false,0.98,2019-01-03T09:22:37Z,2014-12-30T17:05:33Z
222.239.253.173,,KR,,,,false,0.98,2019-01-03T09:22:41Z,2014-12-30T17:09:27Z
60.250.225.142,60-250-225-142.HINET-IP.hinet.net.,TW,Taipei,,,false,1.00,2019-01-03T09:22:42Z,2014-12-30T17:09:28Z
220.128.184.119,220-128-184-119.HINET-IP.hinet.net.,TW,,,,false,1.00,2019-01-03T09:22:38Z,2014-12-30T17:09:41Z
93.178.232.150,stanislavbud-gw.ivanofrankovsk.ucomline.net.,UA,Ivano-Frankivsk,,,false,1.00,2019-01-03T09:22:36Z,2014-12-30T17:09:50Z
187.120.48.47,,BR,Sobral,,,false,0.90,2019-01-03T09:22:38Z,2014-12-30T17:11:02Z
195.238.109.177,,UA,Khmelnytskyi,,,false,0.95,2019-01-03T09:22:36Z,2014-12-30T17:11:06Z
14.160.62.138,static.vnpt.vn.,VN,,dnsmasq-2.40,,false,0.98,2019-01-03T09:22:38Z,2014-12-30T17:11:10Z
203.157.133.3,,TH,,,,false,0.80,2019-01-03T09:22:39Z,2014-12-30T17:11:19Z
200.241.195.134,mais-G3-0-503-gacc01.jpa.embratel.net.br.,BR,Cabedelo,,,true,0.95,2019-01-03T09:22:38Z,2014-12-30T17:11:47Z
93.87.82.198,,RS,Novi Sad,,,false,0.98,2019-01-03T09:22:37Z,2014-12-30T17:12:06Z
95.97.99.106,095-097-099-106.static.chello.nl.,NL,Eindhoven,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.95,2019-01-03T09:22:37Z,2014-12-30T17:12:08Z
195.129.111.49,cache0704.ns.eu.uu.net.,,,,,true,1.00,2019-01-03T09:22:37Z,2014-12-30T17:13:19Z
173.15.15.85,173.15.15-85-elmhurst.il.chicago.hfc.comcastbusiness.net.,US,,dnsmasq-2.68,,false,1.00,2019-01-03T09:22:38Z,2014-12-30T17:15:48Z
200.6.218.133,133.218.6.200.static.intelnet.net.gt.,GT,Guatemala City,dnsmasq-2.52,,false,0.75,2019-01-03T09:22:38Z,2014-12-30T17:17:00Z
46.229.135.67,,RU,Yekaterinburg,dnsmasq-2.47,,false,0.92,2019-01-03T09:22:39Z,2014-12-30T17:17:36Z
204.126.179.9,cyan.piedmont.edu.,US,Buford,Microsoft DNS 6.0.6002 (17724655),,false,0.72,2019-01-03T09:22:39Z,2014-12-30T17:17:59Z
14.49.221.34,,KR,,,,false,1.00,2019-01-03T09:22:42Z,2014-12-30T17:18:07Z
203.228.180.251,,KR,,,,false,1.00,2019-01-03T09:22:43Z,2014-12-30T17:18:17Z
178.48.27.169,business-178-48-27-169.business.broadband.hu.,HU,Budapest,,,false,1.00,2019-01-03T09:22:38Z,2014-12-30T17:18:19Z
37.48.241.200,host-37-48-241-200.aimes.net.,GB,,dnsmasq-2.61,,false,0.98,2019-01-03T09:22:38Z,2014-12-30T17:19:14Z
183.110.254.58,,KR,,,,false,1.00,2019-01-03T09:22:43Z,2014-12-30T17:19:53Z
207.47.132.29,dns1.fifthavenue.ca.,CA,Brock,,,false,0.90,2019-01-03T09:22:43Z,2014-12-30T17:20:26Z
217.130.23.66,,ES,,Microsoft DNS 6.0.6002 (1772487D),,false,1.00,2019-01-03T09:22:39Z,2014-12-30T17:20:52Z
122.129.126.198,,MY,Sitiawan,,,false,1.00,2019-01-03T09:22:44Z,2014-12-30T17:21:22Z
140.137.200.20,dns1.scenet.pccu.edu.tw.,TW,,,,false,1.00,2019-01-03T09:22:42Z,2014-12-30T17:21:33Z
194.209.25.14,mail.translation-search-machine.com.,CH,,,,false,1.00,2019-01-03T09:22:39Z,2014-12-30T17:22:41Z
213.127.215.234,ip-213-127-215-234.ip.prioritytelecom.net.,NL,Franeker,,,false,1.00,2019-01-03T09:22:39Z,2014-12-30T17:23:21Z
193.26.23.50,helm0.cyberprog.net.,GB,,,,false,1.00,2019-01-03T09:22:39Z,2014-12-30T17:23:26Z
69.20.169.49,69-20-169-49.ida.net.,US,,,,false,0.98,2019-01-03T09:22:41Z,2014-12-30T17:24:01Z
114.37.233.101,114-37-233-101.dynamic-ip.hinet.net.,TW,Hualien City,dnsmasq-2.52,,false,0.18,2019-01-03T09:22:43Z,2014-12-30T17:24:25Z
200.110.219.225,static225.219.110.200.cps.com.ar.,CO,Bogotá,,,false,0.98,2019-01-03T09:22:41Z,2014-12-30T17:24:26Z
216.167.163.171,mail.brianharperac.com.,US,Levelland,Microsoft DNS 6.0.6002 (17725FAC),,false,0.95,2019-01-03T09:22:41Z,2014-12-30T17:24:37Z
177.222.141.3,,BR,Venda Nova do Imigrante,dnsmasq-2.55,,false,1.00,2019-01-03T09:22:42Z,2014-12-30T17:24:53Z
216.137.15.44,glinda.bahamaswimax.com.,BS,,9.9.5-9+deb8u3-Debian,,false,1.00,2019-01-03T09:22:42Z,2014-12-30T17:25:21Z
213.108.122.97,213-108-122-97.minet.sk.,SK,Humenné,,,false,1.00,2019-01-03T09:22:41Z,2014-12-30T17:26:42Z
91.220.237.34,ns.kia.sk.,SK,,,,false,1.00,2019-01-03T09:22:41Z,2014-12-30T17:26:56Z
200.54.246.14,,CL,Santiago,Microsoft DNS 6.1.7601 (1DB15EC5),,false,1.00,2019-01-03T09:22:47Z,2014-12-30T17:27:12Z
109.228.16.39,server109-228-16-39.live-servers.net.,GB,Gloucester,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.92,2019-01-03T09:22:41Z,2014-12-30T17:29:01Z
80.149.79.181,,DE,Kaiserslautern,Microsoft DNS 6.0.6002 (17725FAC),,false,1.00,2019-01-03T09:22:41Z,2014-12-30T17:29:14Z
193.200.144.35,,CH,Schaffhausen,,,false,1.00,2019-01-03T09:22:42Z,2014-12-30T17:30:19Z
110.174.55.99,110-174-55-99.tpgi.com.au.,AU,Hornsby,unbound,,false,0.92,2019-01-03T09:22:44Z,2014-12-30T17:30:51Z
192.238.26.202,p02-ns2.anonymizer.com.,US,San Diego,9.7.3,,false,1.00,2019-01-03T09:22:43Z,2014-12-30T17:30:52Z
69.131.167.146,h69-131-167-146.prsstn.dedicated.static.tds.net.,US,Waynesboro,Microsoft DNS 6.0.6002 (17724C46),,false,1.00,2019-01-03T09:22:43Z,2014-12-30T17:30:52Z
83.13.36.190,fbk190.internetdsl.tpnet.pl.,PL,,,,false,0.92,2019-01-03T09:22:42Z,2014-12-30T17:30:53Z
206.15.226.2,edcoe.k12.ca.us.,US,Sacramento,,,false,1.00,2019-01-03T09:22:43Z,2014-12-30T17:31:04Z
178.252.202.131,202-131.rosintel.net.,RU,Novomoskovsk,,,false,1.00,2019-01-03T09:22:42Z,2014-12-30T17:31:47Z
120.101.70.1,,TW,Taipei,,,false,1.00,2019-01-03T09:22:45Z,2014-12-30T17:32:21Z
14.32.57.114,,KR,Seoul,,,false,0.98,2019-01-03T09:22:47Z,2014-12-30T17:33:08Z
95.140.112.5,free-112-5.mediaworksit.net.,RS,,,,false,1.00,2019-01-03T09:22:43Z,2014-12-30T17:33:57Z
175.194.14.230,,KR,Goyang-si,,,false,0.98,2019-01-03T09:22:48Z,2014-12-30T17:34:50Z
91.204.252.179,179.252.204.91.ppp.infoset.ru.,RU,Moscow,dnsmasq-2.45,,true,1.00,2019-01-03T09:22:43Z,2014-12-30T17:34:54Z
112.164.243.129,,KR,Jeju City,,,false,1.00,2019-01-03T09:22:47Z,2014-12-30T17:35:01Z
194.190.175.17,ns1.arktika.ru.,RU,Moscow,,,false,1.00,2019-01-03T09:22:44Z,2014-12-30T17:37:17Z
221.161.136.16,,KR,Busan,,,false,1.00,2019-01-03T09:22:48Z,2014-12-30T17:37:24Z
37.153.197.174,rt197bb153-37-174.routit.net.,NL,Dordrecht,,,false,1.00,2019-01-03T09:22:44Z,2014-12-30T17:37:38Z
89.204.218.209,,IE,Dublin,,,true,1.00,2019-01-03T09:22:47Z,2014-12-30T17:38:28Z
91.230.236.129,,IL,,dnsmasq-2.63,,true,1.00,2019-01-03T09:22:45Z,2014-12-30T17:38:31Z
198.144.226.11,ns2.galaxy.net.,US,,not currently available,,false,0.98,2019-01-03T09:22:45Z,2014-12-30T17:38:47Z
94.136.151.1,,SK,Michalovce,,,false,0.98,2019-01-03T09:22:44Z,2014-12-30T17:38:48Z
121.156.65.149,,KR,,,,false,0.92,2019-01-03T09:22:52Z,2014-12-30T17:39:32Z
67.199.121.64,,US,New Hyde Park,Microsoft DNS 6.1.7601 (1DB14556),,false,0.70,2019-01-03T09:22:45Z,2014-12-30T17:40:56Z
219.94.80.237,,MY,Bintulu,,,true,0.92,2019-01-03T09:23:04Z,2014-12-30T17:42:16Z
210.71.213.1,210-71-213-1.HINET-IP.hinet.net.,TW,,,,false,1.00,2019-01-03T09:22:47Z,2014-12-30T17:42:18Z
60.250.174.244,60-250-174-244.HINET-IP.hinet.net.,TW,Taipei,,,false,1.00,2019-01-03T09:22:47Z,2014-12-30T17:42:31Z
142.165.140.142,dns1.inet2000.com.,CA,Prince Albert,,,true,0.90,2019-01-03T09:22:46Z,2014-12-30T17:43:24Z
146.226.152.20,,VI,Charlotte Amalie,,,false,0.98,2019-01-03T09:22:46Z,2014-12-30T17:44:11Z
109.228.1.128,server109-228-1-128.live-servers.net.,GB,Gloucester,Microsoft DNS 6.1.7601 (1DB15EC5),,false,1.00,2019-01-03T09:22:45Z,2014-12-30T17:44:23Z
210.59.195.3,mailsrv.everspring.com.,TW,,,,false,1.00,2019-01-03T09:22:47Z,2014-12-30T17:44:59Z
210.209.13.97,warp.mren.com.tw.,TW,,,,false,0.98,2019-01-03T09:22:48Z,2014-12-30T17:45:01Z
80.87.212.18,1105.018.cus.dsidata.sk.,SK,Tvrdosin,,,false,0.95,2019-01-03T09:22:45Z,2014-12-30T17:45:28Z
194.158.80.14,andorra-sir.eu.,AD,Andorra la Vella,,,false,0.98,2019-01-03T09:22:46Z,2014-12-30T17:45:30Z
203.162.11.12,static.vnpt.vn.,VN,,Microsoft DNS 6.1.7600 (1DB04228),,false,0.98,2019-01-03T09:22:48Z,2014-12-30T17:45:47Z
203.124.107.148,ip-203-124-107-148.ip.secureserver.net.,SG,Singapore,,,false,1.00,2019-01-03T09:22:51Z,2014-12-30T17:46:45Z
177.43.249.163,177.43.249.163.static.gvt.net.br.,BR,Porto Alegre,dnsmasq-2.40,,false,0.98,2019-01-03T09:22:48Z,2014-12-30T17:47:05Z
76.72.165.73,,US,Philadelphia,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2019-01-03T09:22:46Z,2014-12-30T17:47:30Z
207.249.144.8,,MX,Guadalajara,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2019-01-03T09:22:47Z,2014-12-30T17:48:02Z
198.252.172.20,,US,,9.3.4-P1,,false,0.92,2019-01-03T09:22:47Z,2014-12-30T17:49:28Z
205.206.22.23,mail.helioslogistics.com.,CA,Edmonton,,,false,1.00,2019-01-03T09:22:47Z,2014-12-30T17:49:28Z
200.6.246.180,180.246.6.200.static.intelnet.net.gt.,GT,,,,false,1.00,2019-01-03T09:22:47Z,2014-12-30T17:49:29Z
95.142.112.4,ns1.ccbisp.net.,IE,Cork,,,false,1.00,2019-01-03T09:22:46Z,2014-12-30T17:50:18Z
218.151.253.131,,KR,,,,false,0.98,2019-01-03T09:22:51Z,2014-12-30T17:50:20Z
209.208.224.204,,US,Milledgeville,,,false,1.00,2019-01-03T09:22:47Z,2014-12-30T17:50:21Z
61.222.14.171,61-222-14-171.HINET-IP.hinet.net.,TW,,Microsoft DNS 6.0.6002 (17725FAC),,false,1.00,2019-01-03T09:22:49Z,2014-12-30T17:50:27Z
80.14.213.198,lputeaux-658-1-143-198.w80-14.abo.wanadoo.fr.,FR,Chatelaudren,,,false,1.00,2019-01-03T09:22:50Z,2014-12-30T17:54:15Z
203.200.107.34,mulgw.maruti.co.in.,IN,,,,false,1.00,2019-01-03T09:22:50Z,2014-12-30T17:54:24Z
205.166.230.66,jcldns2.jcl.com.,US,,Microsoft DNS 6.1.7601 (1DB14556),,false,1.00,2019-01-03T09:22:48Z,2014-12-30T17:54:45Z
195.238.110.33,,UA,Khmelnytskyi,,,false,0.95,2019-01-03T09:22:47Z,2014-12-30T17:54:46Z
46.255.230.99,iceberg.ucw.cz.,CZ,Prague,unbound 1.6.0,,true,0.88,2019-01-03T09:22:48Z,2014-12-30T17:55:06Z
200.41.184.75,host75.advance.com.ar.,AR,Buenos Aires,,,false,0.98,2019-01-03T09:22:49Z,2014-12-30T17:55:21Z
77.73.27.42,,RU,Moscow,,,false,1.00,2019-01-03T09:22:48Z,2014-12-30T17:55:51Z
194.190.67.126,,RU,Protvino,Served by POWERDNS 2.9.22.6 $Id: packethandler.cc 2063 2011-03-14 14:26:38Z ahu $,,false,1.00,2019-01-03T09:22:48Z,2014-12-30T17:56:09Z
210.191.73.37,mail.aspland.co.jp.,JP,,,,true,0.95,2019-01-03T09:22:53Z,2014-12-30T17:57:25Z
62.23.52.102,,FR,Paris,,,false,1.00,2019-01-03T09:22:51Z,2014-12-30T17:58:01Z
65.79.245.8,DC1.mcsdk12.org.,US,Lewistown,,,false,1.00,2019-01-03T09:22:48Z,2014-12-30T17:58:13Z
77.242.133.15,,IT,Valduggia,,,false,1.00,2019-01-03T09:22:48Z,2014-12-30T17:59:31Z
91.236.166.62,Roko.su.,RU,Moscow,,,false,1.00,2019-01-03T09:22:49Z,2014-12-30T18:00:38Z
190.149.255.149,149.255.149.190.static.intelnet.net.gt.,GT,Guatemala City,dnsmasq-2.52,,true,0.95,2019-01-03T09:22:50Z,2014-12-30T18:00:58Z
69.42.58.134,unknown.static.tor01.cologlobal.com.,CA,Toronto,,,false,1.00,2019-01-03T09:22:49Z,2014-12-30T18:01:34Z
211.195.214.7,,KR,,,,false,1.00,2019-01-03T09:22:54Z,2014-12-30T18:01:48Z
193.86.22.132,ms.ogilvy.cz.,CZ,Prague,9.2.1,,false,1.00,2019-01-03T09:22:49Z,2014-12-30T18:02:03Z
200.62.221.37,,PE,Lima,not currently available,,false,1.00,2019-01-03T09:22:54Z,2014-12-30T18:02:16Z
81.198.65.195,,LV,Ķekava,,,false,0.95,2019-01-03T09:22:49Z,2014-12-30T18:02:34Z
213.252.101.61,213.252.101.61.poznanin-lp.rmt.ru.,RU,,,,false,1.00,2019-01-03T09:22:49Z,2014-12-30T18:02:57Z
195.238.109.193,,UA,Khmelnytskyi,,,false,0.95,2019-01-03T09:22:49Z,2014-12-30T18:03:01Z
218.103.19.170,mail.tayanggroup.com.,HK,Central,Microsoft DNS 6.1.7601 (1DB15B4F),,false,0.98,2019-01-03T09:22:51Z,2014-12-30T18:03:02Z
109.70.132.18,,ES,,,,false,1.00,2019-01-03T09:22:52Z,2014-12-30T18:03:52Z
212.5.90.5,ns.muskat12.ru.,RU,,not currently available,,false,0.98,2019-01-03T09:22:50Z,2014-12-30T18:04:08Z
211.168.252.59,,KR,,Microsoft DNS 6.1.7601 (1DB15CD4),,false,1.00,2019-01-03T09:22:52Z,2014-12-30T18:04:39Z
203.198.186.71,mail.smlgroup.com.,HK,Chai Wan,,,false,1.00,2019-01-03T09:22:52Z,2014-12-30T18:04:48Z
1.9.16.179,ns1.itbm.com.my.,MY,Rawang,9.3.4-P1,,false,1.00,2019-01-03T09:22:51Z,2014-12-30T18:05:18Z
175.211.45.233,,KR,Seoul,,,false,1.00,2019-01-03T09:22:54Z,2014-12-30T18:06:15Z
178.210.47.214,,RU,Voronezh,,,false,0.90,2019-01-03T09:22:51Z,2014-12-30T18:06:40Z
194.177.67.35,dns2.iperv.it.,IT,,9.9.8-P4-RedHat-9.9.8-4.el6,,false,1.00,2019-01-03T09:22:51Z,2014-12-30T18:07:38Z
37.157.225.212,,FR,Nantes,dnsmasq-2.45,,true,1.00,2019-01-03T09:22:51Z,2014-12-30T18:07:51Z
200.76.183.98,mail.textilesleon.com.,MX,,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.78,2019-01-03T09:22:52Z,2014-12-30T18:08:19Z
212.30.212.184,cdns.tolvunet.is.,IS,Mosfellsbaer,PowerDNS Recursor 3.5.3 $Id$,,false,1.00,2019-01-03T09:22:52Z,2014-12-30T18:08:22Z
204.70.127.127,resolver.savvis.net.,US,,Contact Hostmaster@savvis.net,,false,0.95,2019-01-03T09:22:52Z,2014-12-30T18:08:33Z
193.26.23.2,helm0.cyberprog.net.,GB,,,,false,1.00,2019-01-03T09:22:54Z,2014-12-30T18:08:33Z
76.74.202.215,,CA,,9.9.4-RedHat-9.9.4-72.el7,,true,0.98,2019-01-03T09:22:52Z,2014-12-30T18:08:43Z
114.35.204.223,114-35-204-223.HINET-IP.hinet.net.,TW,,dnsmasq-2.48,,false,1.00,2019-01-03T09:22:54Z,2014-12-30T18:08:56Z
218.38.141.132,,KR,Gwanak-gu,,,false,0.98,2019-01-03T09:22:57Z,2014-12-30T18:10:32Z
203.239.130.3,,KR,,,,false,0.45,2019-01-03T09:22:58Z,2014-12-30T18:10:53Z
80.93.212.45,mail.hkf-fairs.com.,TR,,Microsoft DNS 6.1.7601 (1DB15EC5),,false,1.00,2019-01-03T09:22:52Z,2014-12-30T18:11:11Z
41.77.0.216,,ZM,,,,true,0.98,2019-01-03T09:22:58Z,2014-12-30T18:11:48Z
203.198.156.5,intsrv.qualiman.com.hk.,HK,Central,,,false,1.00,2019-01-03T09:22:55Z,2014-12-30T18:12:20Z
181.143.151.172,static-181-143-151-172.une.net.co.,CO,Bogotá,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.95,2019-01-03T09:22:54Z,2014-12-30T18:13:17Z
59.124.140.140,59-124-140-140.HINET-IP.hinet.net.,TW,Taoyuan District,,,false,0.98,2019-01-03T09:22:55Z,2014-12-30T18:13:18Z
82.194.105.219,ns1.plicatec.com.,DE,Wuppertal,9.3.2,,false,1.00,2019-01-03T09:22:53Z,2014-12-30T18:13:19Z
78.25.97.141,ip-78-25-97-141.nwgsm.ru.,RU,,dnsmasq-2.45,,false,0.68,2019-01-03T09:22:55Z,2014-12-30T18:14:12Z
82.149.71.161,,DE,,,,false,1.00,2019-01-03T09:22:58Z,2014-12-30T18:14:38Z
63.231.238.242,,US,,Microsoft DNS 6.0.6002 (17725FAC),,false,0.50,2019-01-03T09:22:55Z,2014-12-30T18:14:44Z
203.190.113.115,,ID,,,,false,0.98,2019-01-03T09:22:57Z,2014-12-30T18:14:53Z
203.45.96.185,tomdoo3.lnk.telstra.net.,AU,Gympie,unknown,,false,0.95,2019-01-03T09:22:58Z,2014-12-30T18:15:13Z
31.129.189.203,,UA,Kyiv,,,false,1.00,2019-01-03T09:22:55Z,2014-12-30T18:15:28Z
201.157.41.131,201-157-41-131.internetmax.maxcom.net.mx.,MX,Toluca,,,false,1.00,2019-01-03T09:22:56Z,2014-12-30T18:15:38Z
187.141.150.34,customer-187-141-150-34-sta.uninet-ide.com.mx.,MX,,,,false,1.00,2019-01-03T09:22:57Z,2014-12-30T18:15:40Z
222.100.236.7,,KR,,,,false,1.00,2019-01-03T09:23:00Z,2014-12-30T18:17:01Z
218.157.213.155,,KR,Gyeongju,,,false,1.00,2019-01-03T09:23:00Z,2014-12-30T18:17:22Z
203.244.95.98,,KR,,,,false,0.98,2019-01-03T09:23:02Z,2014-12-30T18:17:52Z
193.227.62.194,,EG,,Microsoft DNS 6.1.7601 (1DB15D39),,false,0.92,2019-01-03T09:22:57Z,2014-12-30T18:19:01Z
64.247.192.5,nscache1.msp.lightedge.com.,US,,PowerDNS Recursor 3.7.3 (jenkins@autotest.powerdns.com built 20150610132449 mockbuild@),,false,1.00,2019-01-03T09:22:57Z,2014-12-30T18:19:04Z
176.122.219.58,host-58-219-122-176.syriusz.net.pl.,PL,Wagrowiec,dnsmasq-2.40,,false,0.90,2019-01-03T09:22:58Z,2014-12-30T18:20:13Z
114.160.207.168,p6040-ipngnfx01hodogaya.kanagawa.ocn.ne.jp.,JP,Sakurakabu,,,false,1.00,2019-01-03T09:22:59Z,2014-12-30T18:20:36Z
94.181.32.172,94x181x32x172.static-business.chel.ertelecom.ru.,RU,Chelyabinsk,,,true,1.00,2019-01-03T09:22:57Z,2014-12-30T18:20:45Z
62.157.89.178,mail.dmpservices.de.,DE,Osnabrück,9.9.4-RedHat-9.9.4-72.el7,,true,1.00,2019-01-03T09:22:57Z,2014-12-30T18:21:41Z
84.232.0.30,ge-mt1.gw1-sur-alc.redipo.es.,ES,,,,false,1.00,2019-01-03T09:22:57Z,2014-12-30T18:22:06Z
82.202.71.4,,CZ,Prague,,,false,0.78,2019-01-03T09:22:57Z,2014-12-30T18:22:36Z
177.85.75.188,177-85-75-188.dynamic.intersousa.com.br.,BR,Presidente Dutra,,,false,0.78,2019-01-03T09:23:00Z,2014-12-30T18:23:24Z
212.243.37.115,ns1.lrgg.ch.,CH,Opfikon,,,false,1.00,2019-01-03T09:22:57Z,2014-12-30T18:23:49Z
216.230.123.135,amritsar.ctsnet.org.,US,Street,dnsmasq-2.79,,false,1.00,2019-01-03T09:22:58Z,2014-12-30T18:24:30Z
91.121.155.16,ks358993.kimsufi.com.,FR,,9.5.1-P3,,false,1.00,2019-01-03T09:22:58Z,2014-12-30T18:24:55Z
81.95.123.166,,BE,Lichtervelde,,,false,1.00,2019-01-03T09:22:58Z,2014-12-30T18:24:55Z
216.111.124.198,,US,Spring Valley,,,false,0.92,2019-01-03T09:22:59Z,2014-12-30T18:25:20Z
46.189.26.123,,DE,Berlin,dnsmasq-2.45,,true,0.98,2019-01-03T09:22:58Z,2014-12-30T18:25:21Z
203.232.186.58,,KR,,,,false,0.98,2019-01-03T09:23:04Z,2014-12-30T18:25:59Z
219.76.209.131,n219076209131.netvigator.com.,HK,Lai Chi Kok,,,false,1.00,2019-01-03T09:23:00Z,2014-12-30T18:26:29Z
72.55.65.34,72-55-65-34-static.hfc.comcastbusiness.net.,US,,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2019-01-03T09:22:59Z,2014-12-30T18:26:50Z
95.154.49.111,5F9A316F.rev.sefiber.dk.,DK,Sønderborg,ZyWALL DNS,,false,1.00,2019-01-03T09:22:58Z,2014-12-30T18:27:41Z
110.35.134.35,,KR,,dnsmasq-2.33,,false,1.00,2019-01-03T09:23:01Z,2014-12-30T18:28:04Z
201.54.248.17,201-54-248-17-corp-bre.linktel.net.br.,BR,São Paulo,,,false,1.00,2019-01-03T09:23:00Z,2014-12-30T18:28:05Z
183.180.128.214,183.180.128.214.ap.gmobb-fix.jp.,JP,Yokohama,,,false,1.00,2019-01-03T09:23:00Z,2014-12-30T18:28:39Z
114.108.145.170,,KR,,Microsoft DNS 6.1.7601 (1DB14556),,false,1.00,2019-01-03T09:23:01Z,2014-12-30T18:29:02Z
69.4.46.177,update.giemedia.com.,US,Lakewood,Microsoft DNS 6.0.6002 (17724D35),,false,0.98,2019-01-03T09:22:59Z,2014-12-30T18:29:37Z
195.45.112.12,,IT,Rome,,,false,1.00,2019-01-03T09:22:59Z,2014-12-30T18:29:37Z
80.93.212.44,static-80-93-212-44.fibersunucu.com.tr.,TR,,Microsoft DNS 6.1.7601 (1DB15EC5),,false,1.00,2019-01-03T09:22:59Z,2014-12-30T18:29:37Z
84.23.41.182,,RU,,,,false,1.00,2019-01-03T09:22:59Z,2014-12-30T18:29:52Z
216.230.123.180,,US,Street,dnsmasq-2.79,,false,1.00,2019-01-03T09:22:59Z,2014-12-30T18:30:00Z
211.22.72.173,avantcom.com.tw.,TW,,,,false,1.00,2019-01-03T09:23:02Z,2014-12-30T18:33:01Z
41.78.79.118,,ZW,Harare,,,true,0.98,2019-01-03T09:23:02Z,2014-12-30T18:33:21Z
213.108.122.90,213-108-122-90.minet.sk.,SK,Humenné,,,true,0.95,2019-01-03T09:23:00Z,2014-12-30T18:33:31Z
109.106.136.30,,RU,Voronezh,dnsmasq-2.47,,false,1.00,2019-01-03T09:23:00Z,2014-12-30T18:33:32Z
12.39.101.234,,US,Garland,,,false,1.00,2019-01-03T09:23:01Z,2014-12-30T18:33:45Z
216.238.224.143,ns10.cciwireless.ca.,CA,Calgary,,,false,1.00,2019-01-03T09:23:01Z,2014-12-30T18:34:09Z
109.228.1.98,server109-228-1-98.live-servers.net.,GB,Gloucester,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.60,2019-01-03T09:23:00Z,2014-12-30T18:34:15Z
210.105.194.69,,KR,Gwanak-gu,,,false,1.00,2019-01-03T09:23:04Z,2014-12-30T18:34:32Z
119.235.21.188,,ID,,,,false,1.00,2019-01-03T09:23:02Z,2014-12-30T18:34:40Z
183.109.153.65,,KR,Nangen,,,false,1.00,2019-01-03T09:23:05Z,2014-12-30T18:34:49Z
41.231.30.139,resolver6.orange.tn.,TN,,,,false,1.00,2019-01-03T09:23:04Z,2014-12-30T18:34:57Z
218.146.254.10,,KR,,,,false,0.90,2019-01-03T09:23:08Z,2014-12-30T18:36:03Z
203.66.176.1,203-66-176-1.HINET-IP.hinet.net.,TW,,,,false,1.00,2019-01-03T09:23:03Z,2014-12-30T18:37:20Z
81.198.67.22,,LV,,,,false,1.00,2019-01-03T09:23:01Z,2014-12-30T18:37:21Z
112.185.86.175,,KR,,,,false,1.00,2019-01-03T09:23:06Z,2014-12-30T18:37:22Z
195.238.109.165,,UA,Khmelnytskyi,,,false,0.95,2019-01-03T09:23:01Z,2014-12-30T18:37:29Z
200.62.221.39,,PE,Lima,not currently available,,false,1.00,2019-01-03T09:23:02Z,2014-12-30T18:37:31Z
61.37.167.100,kicte.kr.,KR,,,,false,0.38,2019-01-03T09:23:04Z,2014-12-30T18:37:32Z
109.228.1.112,server109-228-1-112.live-servers.net.,GB,Gloucester,Microsoft DNS 6.1.7601 (1DB15EC5),,false,1.00,2019-01-03T09:23:02Z,2014-12-30T18:37:44Z
217.219.157.2,,IR,,,,false,0.90,2019-01-03T09:23:04Z,2014-12-30T18:37:51Z
188.126.44.110,,RU,Domodedovo,,,false,0.98,2019-01-03T09:23:02Z,2014-12-30T18:38:02Z
59.120.140.196,59-120-140-196.HINET-IP.hinet.net.,TW,Taipei,Microsoft DNS 6.0.6002 (17725FAC),,false,0.98,2019-01-03T09:23:04Z,2014-12-30T18:38:10Z
72.55.65.35,72-55-65-35-static.hfc.comcastbusiness.net.,US,,Microsoft DNS 6.1.7601 (1DB15EC5),,false,1.00,2019-01-03T09:23:02Z,2014-12-30T18:38:12Z
183.99.103.75,,KR,Icheon-si,,,false,1.00,2019-01-03T09:23:06Z,2014-12-30T18:39:49Z
216.230.123.142,,US,Street,dnsmasq-2.79,,false,1.00,2019-01-03T09:23:02Z,2014-12-30T18:40:30Z
109.228.16.38,server109-228-16-38.live-servers.net.,GB,Gloucester,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.92,2019-01-03T09:23:02Z,2014-12-30T18:40:46Z
216.230.123.148,,US,Street,dnsmasq-2.79,,false,1.00,2019-01-03T09:23:03Z,2014-12-30T18:41:09Z
77.232.49.115,,RU,Krasnogorsk,,,false,1.00,2019-01-03T09:23:02Z,2014-12-30T18:41:35Z
80.13.213.83,lstlambert-658-1-198-83.w80-13.abo.wanadoo.fr.,FR,,ZyWALL DNS,,false,1.00,2019-01-03T09:23:02Z,2014-12-30T18:41:39Z
216.171.252.54,54-252-171-216.aledobroadband.com.,US,Aledo,,,false,1.00,2019-01-03T09:23:04Z,2014-12-30T18:42:52Z
